iter	Logloss
303	0.2719685155
304	0.2718095757
305	0.2715905216
306	0.2712352909
307	0.2709206061
308	0.2707453787
309	0.2705428238
310	0.2703177264
311	0.2701638484
312	0.2699692318
313	0.2697908235
314	0.2695281269
315	0.2694843577
316	0.2692272381
317	0.2690790252
318	0.2690208513
319	0.2688924903
320	0.2686747015
321	0.2684481069
322	0.2681976868
323	0.2678162978
324	0.2675136166
325	0.2674477826
326	0.2673856593
327	0.267118262
328	0.2669527084
329	0.2667736425
330	0.266656695
331	0.266536433
332	0.2662675509
333	0.266167671
334	0.2657357352
335	0.2654835752
336	0.2652396139
337	0.265076629
338	0.2648373111
339	0.2646372265
340	0.2644544035
341	0.2643224221
342	0.2642049281
343	0.2640813754
344	0.263825326
345	0.2637543292
346	0.2635909123
347	0.2634024846
348	0.2632253694
349	0.2631694184
350	0.2630289212
351	0.2629662087
352	0.2626686306
353	0.2624974542
354	0.2620927143
355	0.2617150104
356	0.2617009817
357	0.2614846107
358	0.2613905487
359	0.2611894456
360	0.2610069126
361	0.2608365059
362	0.2605090116
363	0.2601348429
364	0.2599961047
365	0.2598553242
366	0.2598236808
367	0.2597478876
368	0.2595857944
369	0.2595057625
370	0.2592217979
371	0.2591080632
372	0.2589769637
373	0.2587850435
374	0.2586292614
375	0.2584776914
376	0.2584161861
377	0.2583226881
378	0.2581110997
379	0.2578925008
380	0.2577424522
381	0.2574563051
382	0.2574078125
383	0.2573840112
384	0.2572112507
385	0.2569028431
386	0.2566361148
387	0.2565301625
388	0.2563153015
389	0.256218436
390	0.2558663988
391	0.2556886629
392	0.2555396841
393	0.255273455
394	0.2551486817
395	0.2550421467
396	0.2548237419
397	0.2545107066
398	0.254332779
399	0.2541646787
400	0.2538690906
401	0.2534932404
402	0.2532637129
403	0.2529905863
404	0.2526928492
405	0.2525950864
406	0.2524387808
407	0.2523966325
408	0.252079034
409	0.2517374743
410	0.2514917491
411	0.2514638842
412	0.2514514841
413	0.2511897589
414	0.2511487898
415	0.2509776008
416	0.250831129
417	0.2507026671
418	0.25047512
419	0.2503805341
420	0.2502431075
421	0.2501472224
422	0.2498886894
423	0.2497442706
424	0.2496431043
425	0.2493230021
426	0.249304587
427	0.2490440889
428	0.2488494927
429	0.2487151604
430	0.2485375012
431	0.2483153549
432	0.2480183309
433	0.2478560483
434	0.2476022723
435	0.2473828746
436	0.2472253584
437	0.2470126452
438	0.2466803119
439	0.2465845981
440	0.2462480591
441	0.2462142898
442	0.246013275
443	0.2459949303
444	0.2458572157
445	0.2456979438
446	0.2455181828
447	0.2454072984
448	0.2451703364
449	0.2449003301
450	0.244749442
451	0.2445444057
452	0.2443820999
453	0.2442354963
454	0.2438638071
455	0.2436180404
456	0.2435038253
457	0.2433127208
458	0.2431252685
459	0.2428319229
460	0.2427683938
461	0.2426004006
462	0.2424449497
463	0.2423231111
464	0.2421210423
465	0.2417549958
466	0.2415123374
467	0.2414538854
468	0.2414077632
469	0.2411094528
470	0.2410321679
471	0.240788525
472	0.2406039297
473	0.2405189126
474	0.2403644644
475	0.24013489
476	0.2399026571
477	0.2397308292
478	0.2396171919
479	0.2395012967
480	0.2393126468
481	0.2390707434
482	0.2389000348
483	0.2386536138
484	0.2385773453
485	0.2383765837
486	0.2381364581
487	0.2380171817
488	0.2379161511
489	0.2378617288
490	0.2376490366
491	0.2374628926
492	0.2373695698
493	0.237242213
494	0.2371996046
495	0.2371354095
496	0.2369658242
497	0.2368077588
498	0.2366012291
499	0.2363755832
500	0.2362851377
501	0.2361537007
502	0.2360130108
503	0.235835411
504	0.2354482901
505	0.2353686286
506	0.2350719054
507	0.2348425274
508	0.2347297776
509	0.2345746471
510	0.2343678952
511	0.2340513042
512	0.2338152488
513	0.233637026
514	0.2336086359
515	0.2334976064
516	0.2334666908
517	0.2333636857
518	0.2331537753
519	0.2330444424
520	0.2329038497
521	0.2327219514
522	0.2326678394
523	0.2324567861
524	0.2321978362
525	0.2321262568
526	0.2321007757
527	0.2318930381
528	0.2316543526
529	0.231437532
530	0.2313413468
531	0.2312761354
532	0.2310818049
533	0.2308714264
534	0.2307304713
535	0.2306857415
536	0.2304557122
537	0.2303464799
538	0.2302400811
539	0.2302099888
540	0.2301018587
541	0.2299387071
542	0.2296854478
543	0.2296166272
544	0.2296088791
545	0.2295233842
546	0.2293157083
547	0.2292379943
548	0.2290498818
549	0.2288491259
550	0.2287113014
551	0.2284477708
552	0.2283038662
553	0.228257614
554	0.2281988096
555	0.2281808113
556	0.2280569571
557	0.2278910958
558	0.2277569962
559	0.2276911699
560	0.2274555114
561	0.2272595767
562	0.2271657802
563	0.2269035971
564	0.2267798444
565	0.2266780197
566	0.2265273831
567	0.2263786142
568	0.2261644379
569	0.2261261265
570	0.2259889629
571	0.2257847026
572	0.2256153987
573	0.2255507826
574	0.2255001792
575	0.2253124417
576	0.225240548
577	0.225159477
578	0.2249629606
579	0.2249245749
580	0.2248998159
581	0.2246305169
582	0.2245735159
583	0.2243549619
584	0.2242937991
585	0.2240089255
586	0.2238509195
587	0.2237638601
588	0.2236088459
589	0.2234645504
590	0.2233799141
591	0.2232574952
592	0.2231943531
593	0.2229793352
594	0.2227433975
595	0.2226211107
596	0.2225252441
597	0.2223366367
598	0.2221717505
599	0.2219953619
600	0.2218928743
601	0.2218018512
602	0.2217419661
603	0.2216534639
604	0.2214915745
605	0.2213675783
606	0.2212258589
607	0.2210496516
608	0.2210287541
609	0.2209355938
610	0.2209259044
611	0.22079187
612	0.2206210718
613	0.2204184209
614	0.2202822218
615	0.2202442127
616	0.2202223862
617	0.2201152574
618	0.220044447
619	0.2198143841
620	0.2197324233
621	0.2196134694
622	0.2194943358
623	0.219305067
624	0.2191439476
625	0.2190004053
626	0.2189356546
627	0.2187890546
628	0.2185553174
629	0.2185026213
630	0.2183293925
631	0.2180603521
632	0.217803292
633	0.2177800207
634	0.2175978004
635	0.217527435
636	0.2174245155
637	0.2172520827
638	0.21719133
639	0.2170025049
640	0.2169236894
641	0.2168957636
642	0.2167995763
643	0.2167431174
644	0.2166901438
645	0.216513445
646	0.2163633381
647	0.2162979994
648	0.2161832218
649	0.2159790953
650	0.2158347972
651	0.2157446777
652	0.2156480263
653	0.2154717479
654	0.215247665
655	0.2151012383
656	0.2149872437
657	0.2147160054
658	0.2147068839
659	0.2145157462
660	0.2143969819
661	0.2142321884
662	0.214120242
663	0.2140103807
664	0.2139981933
665	0.2139684158
666	0.2137351047
667	0.2136149906
668	0.2135398461
669	0.2133436027
670	0.2131421306
671	0.2128798213
672	0.2128488161
673	0.2127531814
674	0.2126591217
675	0.2126358085
676	0.2125544054
677	0.2124398815
678	0.2122245538
679	0.2121219992
680	0.2119228529
681	0.2117821145
682	0.2116157368
683	0.2114853597
684	0.2113784097
685	0.2112250336
686	0.2112225766
687	0.2111389459
688	0.2109595128
689	0.2108312754
690	0.2107696812
691	0.210671648
692	0.2105307967
693	0.2104182911
694	0.2103067011
695	0.2103034612
696	0.2100765293
697	0.2098254457
698	0.2097737487
699	0.2097457336
700	0.2097271101
701	0.209523206
702	0.2094632035
703	0.2094530192
704	0.2093076275
705	0.2092106432
706	0.2091189878
707	0.2089072104
708	0.2086305367
709	0.208564154
710	0.2083232546
711	0.208150985
712	0.2080949365
713	0.2078615322
714	0.207596414
715	0.2074123567
716	0.2071265061
717	0.2069818359
718	0.2069327144
719	0.2068135382
720	0.2067037936
721	0.2065788729
722	0.2065290447
723	0.2062642272
724	0.2060643096
725	0.2059890513
726	0.2059376428
727	0.205753106
728	0.2056423293
729	0.2055129819
730	0.2054482095
731	0.2052836623
732	0.2052801419
733	0.2052304173
734	0.2051505744
735	0.205105806
736	0.205010663
737	0.2049706962
738	0.2049095292
739	0.2048593995
740	0.2047711088
741	0.2045414827
742	0.2045257125
743	0.2043602967
744	0.2042208697
745	0.2040687429
746	0.2039820207
747	0.2039026552
748	0.2035809275
749	0.2035669619
750	0.2034392256
751	0.2033347056
752	0.2032492476
753	0.2031070283
754	0.2029646258
755	0.2029132086
756	0.2026493773
757	0.2025273398
758	0.2023703789
759	0.202304493
760	0.2022441038
761	0.2020227431
762	0.201867609
763	0.2017738473
764	0.2017243405
765	0.2015626693
766	0.2013989974
767	0.2012936247
768	0.2011688076
769	0.2008857001
770	0.2008105448
771	0.2006776008
772	0.2004151232
773	0.2003189149
774	0.2002154333
775	0.2000867887
776	0.1999200656
777	0.1997591311
778	0.1995567811
779	0.1993689048
780	0.1992625436
781	0.1990813587
782	0.198955901
783	0.1987931597
784	0.1987151427
785	0.1987095052
786	0.1986528777
787	0.1985944498
788	0.1984834211
789	0.1984370908
790	0.1983003278
791	0.1981699735
792	0.1981233036
793	0.1979455268
794	0.1978472586
795	0.1977068944
796	0.1976423647
797	0.1974725292
798	0.1973724941
799	0.1973212595
800	0.1972783643
801	0.1971016546
802	0.1969269566
803	0.1968335062
804	0.196680382
805	0.1965953673
806	0.1964332956
807	0.1963431266
808	0.1962732537
809	0.1961024746
810	0.1959949944
811	0.1959188321
812	0.1957405386
813	0.1956730994
814	0.1955738934
815	0.1954705404
816	0.195424625
817	0.1953680469
818	0.1952500678
819	0.19516247
820	0.1951029928
821	0.1950555508
822	0.1949635362
823	0.1948772445
824	0.194760954
825	0.1946287085
826	0.1945042429
827	0.1943264463
828	0.1942325508
829	0.1940635709
830	0.193909988
831	0.1938549416
832	0.19383454
833	0.1936174978
834	0.1934765356
835	0.1933761803
836	0.1932702417
837	0.1932120252
838	0.1931767659
839	0.1930527693
840	0.1929844408
841	0.1928697172
842	0.1927368844
843	0.1925876941
844	0.1924745599
845	0.1923857543
846	0.1921935674
847	0.1920753096
848	0.1920269241
849	0.1918911052
850	0.1917384919
851	0.1915850598
852	0.1914353223
853	0.1913055955
854	0.1911668914
855	0.1911532673
856	0.1910493066
857	0.1909132591
858	0.1908385749
859	0.1907589039
860	0.1906717255
861	0.1904985049
862	0.1904426948
863	0.1902357525
864	0.1901345858
865	0.1899917199
866	0.1898635087
867	0.1897865317
868	0.1897149608
869	0.1894658347
870	0.1893854046
871	0.1893177916
872	0.1892029764
873	0.1890341948
874	0.1889450984
875	0.188846228
876	0.1887665471
877	0.1886441506
878	0.1884989277
879	0.1884810579
880	0.1883542359
881	0.1882881713
882	0.1881229273
883	0.1880626743
884	0.1879569231
885	0.1878969078
886	0.1877995023
887	0.1876347407
888	0.1875556903
889	0.1874470337
890	0.1873477316
891	0.1872480259
892	0.1870302889
893	0.1869808108
894	0.1869079682
895	0.1867750871
896	0.1866817967
897	0.1865722518
898	0.1865041119
899	0.1863761399
900	0.1863483435
901	0.1861979362
902	0.1861244006
903	0.1861122418
904	0.1860290004
905	0.1858067525
906	0.1857013955
907	0.1854936703
908	0.1852690214
909	0.1852504303
910	0.185123438
911	0.1850418523
912	0.1850062264
913	0.1849307804
914	0.1848741198
915	0.1847530935
916	0.184716053
917	0.1846316427
918	0.1845693616
919	0.1844856751
920	0.1843541114
921	0.1842057894
922	0.1840638867
923	0.1839380681
924	0.1838855663
925	0.1837872795
926	0.1837742444
927	0.1834763738
928	0.1834135903
929	0.1833904971
930	0.1832946171
931	0.183157393
932	0.1831147682
933	0.1830203131
934	0.183001578
935	0.1828772349
936	0.1828168875
937	0.1827887902
938	0.1827686076
939	0.182543466
940	0.1825185922
941	0.1824041715
942	0.1822386144
943	0.1822143673
944	0.1820841847
945	0.1820425709
946	0.1819841132
947	0.1818920777
948	0.1818140856
949	0.181622696
950	0.1815143386
951	0.1814765364
952	0.1814479284
953	0.1813942485
954	0.1813275874
955	0.1812397951
956	0.1812104205
957	0.1812000672
958	0.1810865632
959	0.1810142045
960	0.1809970303
961	0.1809102382
962	0.1806670176
963	0.1805057215
964	0.1804454098
965	0.180362619
966	0.1803070611
967	0.1802233648
968	0.1801370485
969	0.1800539527
970	0.1799076691
971	0.1798290918
972	0.1796990774
973	0.179471
974	0.1793644969
975	0.179290522
976	0.1792604488
977	0.1791265835
978	0.1790436119
979	0.178885681
980	0.1788762881
981	0.1787867649
982	0.1787277493
983	0.1786631952
984	0.1786080551
985	0.1784935249
986	0.1782462117
987	0.1781864402
988	0.1780231651
989	0.1780054183
990	0.1779400824
991	0.1779323397
992	0.1778837951
993	0.1777739654
994	0.1776073753
995	0.1774486562
996	0.1773862867
997	0.177330545
998	0.1771762556
999	0.1771072856
